order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
48539,S4,134,Truck,3509,0.22,Peak,0.48,12,22,48,Normal,High Risk,Short,Short Distance
48540,S23,278,Air,345,0.72,Monsoon,0.52,28,72,52,High,High Risk,Medium,Short Distance
48541,S31,630,Air,949,1,Peak,0.27,42,100,27,Critical,Medium Risk,Long,Short Distance
48542,S42,1838,Truck,2574,0.81,Monsoon,0.51,52,81,51,Critical,High Risk,Long,Long Distance
48543,S4,1257,Train,714,0.59,Normal,0.12,25,59,12,Normal,Low Risk,Medium,Medium Distance
48544,S39,1262,Train,1873,0.54,Peak,0.36,29,54,36,Normal,Medium Risk,Medium,Medium Distance
48545,S50,759,Truck,901,0.33,Normal,0.19,21,33,19,Normal,Low Risk,Medium,Medium Distance
48546,S19,1207,Air,4426,0.98,Normal,0.18,70,98,18,Critical,Low Risk,Very Long,Medium Distance
48547,S25,793,Truck,2835,0.33,Normal,0.15,22,33,15,Normal,Low Risk,Medium,Medium Distance
48548,S49,150,Train,2953,0.88,Normal,0.26,12,88,26,Critical,Medium Risk,Short,Short Distance
48549,S35,1743,Train,179,0.77,Monsoon,0.01,34,77,1,High,Low Risk,Long,Long Distance
48550,S18,1891,Ship,1244,0.7,Peak,0.28,29,70,28,High,Medium Risk,Medium,Long Distance
48551,S9,1595,Ship,4249,1,Normal,0.31,26,100,31,Critical,Medium Risk,Medium,Long Distance
48552,S11,1229,Train,4858,0.21,Normal,0.54,28,21,54,Normal,High Risk,Medium,Medium Distance
48553,S48,959,Train,954,0.89,Peak,0.01,23,89,1,Critical,Low Risk,Medium,Medium Distance
48554,S10,1118,Ship,4914,0.47,Peak,0.5,22,47,50,Normal,High Risk,Medium,Medium Distance
48555,S33,72,Air,3780,0.78,Normal,0.1,9,78,10,High,Low Risk,Short,Short Distance
48556,S5,1472,Truck,3728,0.89,Normal,0.11,38,89,11,Critical,Low Risk,Long,Medium Distance
48557,S31,834,Air,3376,0.17,Peak,0.54,51,17,54,Normal,High Risk,Long,Medium Distance
48558,S22,1992,Air,1529,0.15,Normal,0.21,104,15,21,Normal,Low Risk,Very Long,Long Distance
48559,S35,132,Air,4480,0.78,Peak,0.13,15,78,13,High,Low Risk,Medium,Short Distance
48560,S7,733,Train,2955,0.8,Monsoon,0.29,23,80,29,Critical,Medium Risk,Medium,Short Distance
48561,S43,1026,Air,3560,0.62,Normal,0.57,61,62,57,High,High Risk,Very Long,Medium Distance
48562,S1,1578,Train,3643,0.94,Normal,0.26,32,94,26,Critical,Medium Risk,Long,Long Distance
48563,S35,1937,Truck,2413,0.31,Peak,0.17,45,31,17,Normal,Low Risk,Long,Long Distance
48564,S21,1761,Ship,3026,0.92,Normal,0.37,27,92,37,Critical,Medium Risk,Medium,Long Distance
48565,S13,516,Train,485,0.44,Peak,0.59,20,44,59,Normal,High Risk,Medium,Short Distance
48566,S25,582,Train,1575,0.97,Monsoon,0.38,23,97,38,Critical,Medium Risk,Medium,Short Distance
48567,S39,1007,Truck,148,0.38,Peak,0.58,34,38,58,Normal,High Risk,Long,Medium Distance
48568,S19,1328,Train,2148,0.94,Monsoon,0.15,28,94,15,Critical,Low Risk,Medium,Medium Distance
48569,S10,196,Train,912,0.94,Peak,0.06,12,94,6,Critical,Low Risk,Short,Short Distance
48570,S34,1610,Train,2207,0.86,Normal,0.34,36,86,34,Critical,Medium Risk,Long,Long Distance
48571,S41,1651,Ship,1897,0.62,Monsoon,0.34,28,62,34,High,Medium Risk,Medium,Long Distance
48572,S33,1174,Air,1727,0.45,Peak,0.04,66,45,4,Normal,Low Risk,Very Long,Medium Distance
48573,S4,439,Train,2531,0.22,Peak,0.12,12,22,12,Normal,Low Risk,Short,Short Distance
48574,S47,1159,Truck,4648,0.73,Normal,0.52,34,73,52,High,High Risk,Long,Medium Distance
48575,S48,1281,Train,1624,0.4,Monsoon,0.29,30,40,29,Normal,Medium Risk,Long,Medium Distance
48576,S23,1968,Truck,4199,0.49,Normal,0.59,49,49,59,Normal,High Risk,Long,Long Distance
48577,S14,1956,Ship,2838,0.13,Peak,0.4,28,13,40,Normal,Medium Risk,Medium,Long Distance
48578,S10,854,Truck,2307,0.16,Monsoon,0.38,26,16,38,Normal,Medium Risk,Medium,Medium Distance
48579,S41,176,Truck,1636,0.68,Monsoon,0.28,16,68,28,High,Medium Risk,Medium,Short Distance
48580,S47,1961,Train,1982,0.22,Normal,0.13,34,22,13,Normal,Low Risk,Long,Long Distance
48581,S39,953,Ship,2293,0.77,Peak,0.03,18,77,3,High,Low Risk,Medium,Medium Distance
48582,S2,819,Train,204,0.25,Normal,0.33,19,25,33,Normal,Medium Risk,Medium,Medium Distance
48583,S43,1702,Train,750,0.34,Monsoon,0.21,36,34,21,Normal,Low Risk,Long,Long Distance
48584,S5,910,Train,1013,0.56,Normal,0.22,19,56,22,Normal,Low Risk,Medium,Medium Distance
48585,S33,1366,Air,3278,0.52,Monsoon,0.25,77,52,25,Normal,Medium Risk,Very Long,Medium Distance
48586,S2,1968,Air,2452,0.23,Monsoon,0.48,109,23,48,Normal,High Risk,Very Long,Long Distance
48587,S33,1699,Ship,593,0.87,Normal,0.36,26,87,36,Critical,Medium Risk,Medium,Long Distance
48588,S18,1564,Truck,4671,0.3,Normal,0.22,35,30,22,Normal,Low Risk,Long,Long Distance
48589,S37,771,Truck,848,0.25,Normal,0.26,21,25,26,Normal,Medium Risk,Medium,Medium Distance
48590,S39,1965,Train,4281,0.7,Normal,0.34,37,70,34,High,Medium Risk,Long,Long Distance
48591,S36,1096,Truck,4024,0.39,Monsoon,0.36,32,39,36,Normal,Medium Risk,Long,Medium Distance
48592,S21,706,Ship,209,0.78,Peak,0.18,16,78,18,High,Low Risk,Medium,Short Distance
48593,S22,983,Train,2336,0.28,Peak,0.09,19,28,9,Normal,Low Risk,Medium,Medium Distance
48594,S19,1021,Train,4465,0.45,Normal,0.21,22,45,21,Normal,Low Risk,Medium,Medium Distance
48595,S14,427,Train,2008,0.82,Monsoon,0.51,19,82,51,Critical,High Risk,Medium,Short Distance
48596,S6,240,Train,3766,0.56,Normal,0.11,10,56,11,Normal,Low Risk,Short,Short Distance
48597,S32,1647,Truck,4285,0.48,Monsoon,0.24,43,48,24,Normal,Low Risk,Long,Long Distance
48598,S9,904,Train,1841,0.46,Peak,0.53,26,46,53,Normal,High Risk,Medium,Medium Distance
48599,S30,617,Train,4911,0.2,Peak,0.04,14,20,4,Normal,Low Risk,Short,Short Distance
48600,S23,1419,Train,2307,0.66,Peak,0.46,33,66,46,High,High Risk,Long,Medium Distance
48601,S7,923,Air,2389,0.53,Normal,0.56,57,53,56,Normal,High Risk,Long,Medium Distance
48602,S33,336,Train,4687,0.69,Monsoon,0.49,18,69,49,High,High Risk,Medium,Short Distance
48603,S7,1006,Air,1530,0.88,Monsoon,0.1,61,88,10,Critical,Low Risk,Very Long,Medium Distance
48604,S9,1590,Train,4729,0.76,Normal,0.34,34,76,34,High,Medium Risk,Long,Long Distance
48605,S9,580,Train,158,0.48,Normal,0.53,19,48,53,Normal,High Risk,Medium,Short Distance
48606,S30,796,Air,258,0.34,Peak,0.01,44,34,1,Normal,Low Risk,Long,Medium Distance
48607,S50,241,Air,958,0.65,Peak,0.51,26,65,51,High,High Risk,Medium,Short Distance
48608,S37,168,Train,3605,0.14,Monsoon,0.38,10,14,38,Normal,Medium Risk,Short,Short Distance
48609,S30,49,Ship,3246,0.35,Normal,0.52,8,35,52,Normal,High Risk,Short,Short Distance
48610,S35,69,Train,2985,0.78,Monsoon,0.23,13,78,23,High,Low Risk,Short,Short Distance
48611,S32,1039,Train,4200,0.24,Normal,0.14,21,24,14,Normal,Low Risk,Medium,Medium Distance
48612,S24,1554,Truck,1897,0.14,Monsoon,0.2,38,14,20,Normal,Low Risk,Long,Long Distance
48613,S12,1521,Truck,1409,0.69,Monsoon,0.2,39,69,20,High,Low Risk,Long,Long Distance
48614,S6,1935,Train,3628,0.84,Monsoon,0.54,44,84,54,Critical,High Risk,Long,Long Distance
48615,S15,1358,Truck,2771,0.12,Monsoon,0.44,37,12,44,Normal,Medium Risk,Long,Medium Distance
48616,S7,1044,Train,322,0.79,Normal,0.25,23,79,25,High,Medium Risk,Medium,Medium Distance
48617,S19,488,Train,1189,0.35,Normal,0.48,13,35,48,Normal,High Risk,Short,Short Distance
48618,S8,952,Truck,1299,0.66,Peak,0.04,27,66,4,High,Low Risk,Medium,Medium Distance
48619,S37,72,Ship,4343,0.2,Peak,0.5,11,20,50,Normal,High Risk,Short,Short Distance
48620,S33,1412,Train,2020,0.67,Monsoon,0.14,29,67,14,High,Low Risk,Medium,Medium Distance
48621,S27,1597,Air,1572,0.18,Monsoon,0.35,90,18,35,Normal,Medium Risk,Very Long,Long Distance
48622,S7,1803,Air,1299,0.11,Normal,0.02,91,11,2,Normal,Low Risk,Very Long,Long Distance
48623,S31,717,Train,2211,0.66,Peak,0.05,18,66,5,High,Low Risk,Medium,Short Distance
48624,S46,1876,Ship,4243,0.59,Peak,0.24,27,59,24,Normal,Low Risk,Medium,Long Distance
48625,S45,905,Truck,3482,0.3,Peak,0.41,28,30,41,Normal,Medium Risk,Medium,Medium Distance
48626,S30,329,Truck,1373,0.87,Monsoon,0.15,17,87,15,Critical,Low Risk,Medium,Short Distance
48627,S34,177,Train,4573,0.3,Monsoon,0.22,13,30,22,Normal,Low Risk,Short,Short Distance
48628,S42,1684,Ship,1740,0.69,Monsoon,0.31,29,69,31,High,Medium Risk,Medium,Long Distance
48629,S48,704,Train,1972,0.8,Peak,0.58,23,80,58,Critical,High Risk,Medium,Short Distance
48630,S3,605,Air,2023,0.9,Monsoon,0.24,43,90,24,Critical,Low Risk,Long,Short Distance
48631,S14,1326,Air,3651,0.44,Monsoon,0.26,76,44,26,Normal,Medium Risk,Very Long,Medium Distance
48632,S10,1661,Air,2261,0.95,Peak,0.04,93,95,4,Critical,Low Risk,Very Long,Long Distance
48633,S17,990,Train,2311,0.25,Peak,0.18,22,25,18,Normal,Low Risk,Medium,Medium Distance
48634,S16,1449,Air,4961,0.38,Normal,0.46,81,38,46,Normal,High Risk,Very Long,Medium Distance
48635,S1,163,Truck,2441,0.52,Peak,0.42,14,52,42,Normal,Medium Risk,Short,Short Distance
48636,S42,1653,Truck,2510,0.37,Peak,0.44,45,37,44,Normal,Medium Risk,Long,Long Distance
48637,S2,1736,Ship,90,0.4,Peak,0.49,27,40,49,Normal,High Risk,Medium,Long Distance
48638,S7,1444,Train,2089,0.34,Normal,0.17,26,34,17,Normal,Low Risk,Medium,Medium Distance
48639,S42,713,Train,1370,0.53,Monsoon,0.27,20,53,27,Normal,Medium Risk,Medium,Short Distance
48640,S10,1226,Truck,563,0.36,Monsoon,0.01,32,36,1,Normal,Low Risk,Long,Medium Distance
48641,S38,1894,Air,4968,0.76,Monsoon,0.52,108,76,52,High,High Risk,Very Long,Long Distance
48642,S16,1559,Truck,989,0.31,Monsoon,0.19,41,31,19,Normal,Low Risk,Long,Long Distance
48643,S7,1240,Truck,4693,0.26,Monsoon,0.09,32,26,9,Normal,Low Risk,Long,Medium Distance
48644,S37,642,Train,4876,0.3,Peak,0.25,18,30,25,Normal,Medium Risk,Medium,Short Distance
48645,S14,1676,Air,2558,0.99,Normal,0.4,93,99,40,Critical,Medium Risk,Very Long,Long Distance
48646,S7,16,Train,305,0.66,Peak,0.33,10,66,33,High,Medium Risk,Short,Short Distance
48647,S19,1149,Train,2429,0.54,Normal,0.02,20,54,2,Normal,Low Risk,Medium,Medium Distance
48648,S3,1568,Train,3172,0.39,Normal,0.38,31,39,38,Normal,Medium Risk,Long,Long Distance
48649,S38,1875,Air,3208,0.42,Normal,0.52,103,42,52,Normal,High Risk,Very Long,Long Distance
48650,S22,1252,Train,3086,0.65,Normal,0.27,26,65,27,High,Medium Risk,Medium,Medium Distance
48651,S23,1916,Ship,4336,0.69,Peak,0.35,30,69,35,High,Medium Risk,Long,Long Distance
48652,S15,170,Train,3580,0.35,Normal,0.56,13,35,56,Normal,High Risk,Short,Short Distance
48653,S26,893,Train,4601,0.81,Peak,0.25,23,81,25,Critical,Medium Risk,Medium,Medium Distance
48654,S38,1378,Air,4521,0.75,Peak,0.28,77,75,28,High,Medium Risk,Very Long,Medium Distance
48655,S29,1314,Train,1250,0.46,Normal,0.32,28,46,32,Normal,Medium Risk,Medium,Medium Distance
48656,S7,762,Ship,4773,0.66,Monsoon,0.19,21,66,19,High,Low Risk,Medium,Medium Distance
48657,S16,293,Air,2446,0.99,Peak,0.4,27,99,40,Critical,Medium Risk,Medium,Short Distance
48658,S29,1852,Air,729,0.48,Normal,0.13,99,48,13,Normal,Low Risk,Very Long,Long Distance
48659,S42,1736,Train,3833,0.48,Monsoon,0.09,34,48,9,Normal,Low Risk,Long,Long Distance
48660,S42,1559,Truck,4207,0.64,Peak,0.35,41,64,35,High,Medium Risk,Long,Long Distance
48661,S40,799,Air,3017,0.27,Monsoon,0.06,46,27,6,Normal,Low Risk,Long,Medium Distance
48662,S19,1608,Train,1160,0.33,Normal,0.07,29,33,7,Normal,Low Risk,Medium,Long Distance
48663,S35,1648,Truck,140,0.89,Monsoon,0.47,47,89,47,Critical,High Risk,Long,Long Distance
48664,S1,552,Truck,4127,0.23,Normal,0.09,16,23,9,Normal,Low Risk,Medium,Short Distance
48665,S44,41,Ship,2515,0.59,Monsoon,0.07,9,59,7,Normal,Low Risk,Short,Short Distance
48666,S17,118,Train,3201,0.41,Normal,0.31,10,41,31,Normal,Medium Risk,Short,Short Distance
48667,S1,1076,Air,974,0.36,Peak,0.21,61,36,21,Normal,Low Risk,Very Long,Medium Distance
48668,S30,1441,Ship,4324,0.71,Normal,0.31,25,71,31,High,Medium Risk,Medium,Medium Distance
48669,S39,705,Train,2221,0.93,Peak,0.01,20,93,1,Critical,Low Risk,Medium,Short Distance
48670,S48,593,Air,1081,0.67,Normal,0.01,36,67,1,High,Low Risk,Long,Short Distance
48671,S6,935,Air,4052,0.15,Normal,0.13,49,15,13,Normal,Low Risk,Long,Medium Distance
48672,S17,897,Truck,1538,0.82,Normal,0.55,30,82,55,Critical,High Risk,Long,Medium Distance
48673,S19,1981,Air,2045,0.95,Peak,0.31,110,95,31,Critical,Medium Risk,Very Long,Long Distance
48674,S46,485,Air,3561,0.95,Monsoon,0.6,40,95,60,Critical,High Risk,Long,Short Distance
48675,S4,1985,Truck,421,0.6,Peak,0.06,48,60,6,High,Low Risk,Long,Long Distance
48676,S43,1986,Train,3389,0.51,Normal,0.07,36,51,7,Normal,Low Risk,Long,Long Distance
48677,S6,879,Train,3299,0.94,Normal,0.18,21,94,18,Critical,Low Risk,Medium,Medium Distance
48678,S13,1040,Train,3409,0.21,Normal,0.25,21,21,25,Normal,Medium Risk,Medium,Medium Distance
48679,S24,1848,Air,4950,0.39,Monsoon,0.18,99,39,18,Normal,Low Risk,Very Long,Long Distance
48680,S11,704,Train,2426,0.86,Monsoon,0.29,24,86,29,Critical,Medium Risk,Medium,Short Distance
48681,S30,1731,Train,3217,0.25,Normal,0.51,36,25,51,Normal,High Risk,Long,Long Distance
48682,S8,1778,Ship,3954,0.12,Peak,0.22,23,12,22,Normal,Low Risk,Medium,Long Distance
48683,S6,354,Air,2847,0.52,Monsoon,0.41,30,52,41,Normal,Medium Risk,Long,Short Distance
48684,S34,469,Train,3652,0.6,Normal,0.51,17,60,51,High,High Risk,Medium,Short Distance
48685,S18,919,Air,2352,0.27,Monsoon,0.34,57,27,34,Normal,Medium Risk,Long,Medium Distance
48686,S7,402,Air,3213,0.82,Peak,0.3,31,82,30,Critical,Medium Risk,Long,Short Distance
48687,S45,914,Truck,4016,0.12,Normal,0.01,22,12,1,Normal,Low Risk,Medium,Medium Distance
48688,S15,558,Truck,3500,0.82,Normal,0.29,19,82,29,Critical,Medium Risk,Medium,Short Distance
48689,S38,1747,Ship,436,0.13,Monsoon,0.23,25,13,23,Normal,Low Risk,Medium,Long Distance
48690,S27,1875,Truck,1841,0.33,Normal,0.21,43,33,21,Normal,Low Risk,Long,Long Distance
48691,S35,1537,Air,3269,0.39,Monsoon,0.15,85,39,15,Normal,Low Risk,Very Long,Long Distance
48692,S36,1113,Air,1398,0.23,Normal,0.39,64,23,39,Normal,Medium Risk,Very Long,Medium Distance
48693,S17,1701,Train,3994,0.62,Peak,0.06,32,62,6,High,Low Risk,Long,Long Distance
48694,S44,1414,Truck,3723,0.74,Monsoon,0.43,43,74,43,High,Medium Risk,Long,Medium Distance
48695,S29,1317,Air,752,0.16,Peak,0.34,75,16,34,Normal,Medium Risk,Very Long,Medium Distance
48696,S36,37,Air,334,0.86,Peak,0.24,12,86,24,Critical,Low Risk,Short,Short Distance
48697,S50,211,Air,183,0.47,Monsoon,0.34,22,47,34,Normal,Medium Risk,Medium,Short Distance
48698,S13,330,Ship,260,0.35,Monsoon,0.42,13,35,42,Normal,Medium Risk,Short,Short Distance
48699,S47,820,Truck,922,0.98,Normal,0.56,28,98,56,Critical,High Risk,Medium,Medium Distance
48700,S43,40,Air,2856,0.98,Normal,0.58,16,98,58,Critical,High Risk,Medium,Short Distance
48701,S6,617,Truck,1190,0.23,Peak,0.17,19,23,17,Normal,Low Risk,Medium,Short Distance
48702,S8,1679,Train,2226,0.13,Peak,0.33,33,13,33,Normal,Medium Risk,Long,Long Distance
48703,S12,1973,Train,933,0.55,Normal,0.27,38,55,27,Normal,Medium Risk,Long,Long Distance
48704,S3,331,Truck,3796,0.81,Monsoon,0.03,15,81,3,Critical,Low Risk,Medium,Short Distance
48705,S31,408,Ship,2082,0.67,Normal,0.46,13,67,46,High,High Risk,Short,Short Distance
48706,S22,847,Air,3858,0.59,Monsoon,0.58,56,59,58,Normal,High Risk,Long,Medium Distance
48707,S25,664,Train,2396,0.43,Normal,0.04,14,43,4,Normal,Low Risk,Short,Short Distance
48708,S32,1843,Truck,3824,0.62,Normal,0.03,43,62,3,High,Low Risk,Long,Long Distance
48709,S48,173,Air,4163,0.63,Monsoon,0.07,18,63,7,High,Low Risk,Medium,Short Distance
48710,S38,825,Ship,1186,0.5,Normal,0.41,16,50,41,Normal,Medium Risk,Medium,Medium Distance
48711,S12,790,Train,578,0.83,Monsoon,0.15,23,83,15,Critical,Low Risk,Medium,Medium Distance
48712,S21,1823,Train,4105,0.6,Monsoon,0.47,40,60,47,High,High Risk,Long,Long Distance
48713,S18,973,Ship,3313,0.86,Peak,0.12,19,86,12,Critical,Low Risk,Medium,Medium Distance
48714,S42,1027,Ship,748,0.47,Peak,0.51,20,47,51,Normal,High Risk,Medium,Medium Distance
48715,S14,114,Train,694,0.59,Normal,0.03,9,59,3,Normal,Low Risk,Short,Short Distance
48716,S32,1374,Ship,1596,0.34,Peak,0.56,26,34,56,Normal,High Risk,Medium,Medium Distance
48717,S24,1284,Truck,4580,0.63,Monsoon,0.6,41,63,60,High,High Risk,Long,Medium Distance
48718,S40,281,Train,871,0.23,Normal,0.11,9,23,11,Normal,Low Risk,Short,Short Distance
48719,S26,760,Air,441,0.98,Normal,0.31,49,98,31,Critical,Medium Risk,Long,Medium Distance
48720,S29,1830,Train,3973,0.51,Normal,0.29,35,51,29,Normal,Medium Risk,Long,Long Distance
48721,S38,779,Air,1587,0.82,Monsoon,0.22,50,82,22,Critical,Low Risk,Long,Medium Distance
48722,S5,134,Train,1466,0.9,Monsoon,0.57,18,90,57,Critical,High Risk,Medium,Short Distance
48723,S2,1702,Air,2209,0.16,Peak,0.4,95,16,40,Normal,Medium Risk,Very Long,Long Distance
48724,S26,1066,Ship,4167,0.24,Peak,0.2,19,24,20,Normal,Low Risk,Medium,Medium Distance
48725,S19,1011,Air,4966,0.53,Monsoon,0.48,64,53,48,Normal,High Risk,Very Long,Medium Distance
48726,S23,790,Train,4874,0.67,Monsoon,0.48,26,67,48,High,High Risk,Medium,Medium Distance
48727,S4,1876,Air,2826,0.78,Normal,0.33,104,78,33,High,Medium Risk,Very Long,Long Distance
48728,S27,364,Ship,564,0.87,Normal,0.38,13,87,38,Critical,Medium Risk,Short,Short Distance
48729,S27,1089,Ship,1157,0.12,Monsoon,0.42,23,12,42,Normal,Medium Risk,Medium,Medium Distance
48730,S5,579,Ship,1496,0.14,Monsoon,0.09,12,14,9,Normal,Low Risk,Short,Short Distance
48731,S6,941,Train,1786,0.52,Peak,0.39,24,52,39,Normal,Medium Risk,Medium,Medium Distance
48732,S23,453,Truck,4357,0.38,Peak,0.21,17,38,21,Normal,Low Risk,Medium,Short Distance
48733,S36,783,Ship,608,0.25,Normal,0.06,12,25,6,Normal,Low Risk,Short,Medium Distance
48734,S33,1113,Air,3620,0.43,Monsoon,0.08,64,43,8,Normal,Low Risk,Very Long,Medium Distance
48735,S46,1516,Train,3019,0.91,Monsoon,0.41,36,91,41,Critical,Medium Risk,Long,Long Distance
48736,S12,1773,Air,1987,0.42,Peak,0.53,102,42,53,Normal,High Risk,Very Long,Long Distance
48737,S34,532,Air,4068,0.55,Monsoon,0.23,38,55,23,Normal,Low Risk,Long,Short Distance
48738,S30,1996,Air,3204,0.62,Normal,0.26,106,62,26,High,Medium Risk,Very Long,Long Distance
48739,S44,1612,Truck,2496,0.24,Monsoon,0.58,45,24,58,Normal,High Risk,Long,Long Distance
48740,S48,491,Train,1746,1,Monsoon,0.12,17,100,12,Critical,Low Risk,Medium,Short Distance
48741,S43,44,Ship,322,0.71,Peak,0.25,9,71,25,High,Medium Risk,Short,Short Distance
48742,S43,1277,Train,4942,0.29,Normal,0.34,28,29,34,Normal,Medium Risk,Medium,Medium Distance
48743,S38,994,Ship,4927,0.92,Normal,0.03,16,92,3,Critical,Low Risk,Medium,Medium Distance
48744,S24,1122,Ship,3397,0.65,Monsoon,0.35,24,65,35,High,Medium Risk,Medium,Medium Distance
48745,S28,1558,Ship,571,0.19,Normal,0.01,20,19,1,Normal,Low Risk,Medium,Long Distance
48746,S34,1921,Truck,4938,0.65,Peak,0.36,48,65,36,High,Medium Risk,Long,Long Distance
48747,S27,1911,Ship,526,0.56,Normal,0.42,29,56,42,Normal,Medium Risk,Medium,Long Distance
48748,S37,1288,Truck,4833,0.49,Normal,0.45,35,49,45,Normal,High Risk,Long,Medium Distance
48749,S38,1026,Ship,3268,0.58,Normal,0.32,17,58,32,Normal,Medium Risk,Medium,Medium Distance
48750,S25,122,Train,2457,0.16,Peak,0.08,8,16,8,Normal,Low Risk,Short,Short Distance
48751,S39,1395,Train,2504,0.61,Peak,0.38,31,61,38,High,Medium Risk,Long,Medium Distance
48752,S19,514,Truck,3116,0.66,Monsoon,0.49,22,66,49,High,High Risk,Medium,Short Distance
48753,S28,862,Air,2786,0.96,Monsoon,0.52,60,96,52,Critical,High Risk,Very Long,Medium Distance
48754,S14,1226,Ship,3916,0.23,Monsoon,0.29,20,23,29,Normal,Medium Risk,Medium,Medium Distance
48755,S1,1813,Train,50,0.19,Monsoon,0.34,38,19,34,Normal,Medium Risk,Long,Long Distance
48756,S19,260,Train,180,0.59,Monsoon,0.56,16,59,56,Normal,High Risk,Medium,Short Distance
48757,S39,788,Train,4438,0.7,Peak,0.29,25,70,29,High,Medium Risk,Medium,Medium Distance
48758,S42,145,Air,726,0.32,Normal,0.02,12,32,2,Normal,Low Risk,Short,Short Distance
48759,S28,1961,Train,4714,0.15,Monsoon,0.13,37,15,13,Normal,Low Risk,Long,Long Distance
48760,S5,607,Air,240,0.37,Monsoon,0.22,38,37,22,Normal,Low Risk,Long,Short Distance
48761,S41,1825,Truck,4451,0.77,Normal,0.54,47,77,54,High,High Risk,Long,Long Distance
48762,S2,1780,Ship,3420,0.6,Normal,0.51,29,60,51,High,High Risk,Medium,Long Distance
48763,S37,1024,Air,2349,0.4,Monsoon,0.44,62,40,44,Normal,Medium Risk,Very Long,Medium Distance
48764,S1,464,Air,2942,0.55,Monsoon,0.1,33,55,10,Normal,Low Risk,Long,Short Distance
48765,S40,955,Train,4543,0.55,Monsoon,0.52,26,55,52,Normal,High Risk,Medium,Medium Distance
48766,S23,1526,Ship,3252,0.7,Peak,0.55,28,70,55,High,High Risk,Medium,Long Distance
48767,S32,42,Air,3702,0.92,Normal,0.25,11,92,25,Critical,Medium Risk,Short,Short Distance
48768,S34,808,Truck,3340,0.69,Normal,0.1,22,69,10,High,Low Risk,Medium,Medium Distance
48769,S48,1733,Ship,99,0.25,Peak,0.16,25,25,16,Normal,Low Risk,Medium,Long Distance
48770,S3,1211,Truck,3781,0.8,Normal,0.09,32,80,9,Critical,Low Risk,Long,Medium Distance
48771,S2,1996,Air,1945,0.74,Normal,0.18,108,74,18,High,Low Risk,Very Long,Long Distance
48772,S22,528,Air,1079,0.52,Normal,0.18,33,52,18,Normal,Low Risk,Long,Short Distance
48773,S21,748,Truck,1594,0.88,Monsoon,0.28,26,88,28,Critical,Medium Risk,Medium,Short Distance
48774,S41,746,Truck,4518,0.58,Monsoon,0.34,25,58,34,Normal,Medium Risk,Medium,Short Distance
48775,S17,1904,Air,57,0.65,Normal,0.31,102,65,31,High,Medium Risk,Very Long,Long Distance
48776,S35,1019,Train,3065,0.84,Peak,0.02,25,84,2,Critical,Low Risk,Medium,Medium Distance
48777,S29,592,Train,1458,1,Peak,0.04,18,100,4,Critical,Low Risk,Medium,Short Distance
48778,S1,1631,Air,2976,0.81,Monsoon,0.16,92,81,16,Critical,Low Risk,Very Long,Long Distance
48779,S17,708,Train,905,0.34,Monsoon,0.28,21,34,28,Normal,Medium Risk,Medium,Short Distance
48780,S11,1658,Ship,2097,0.93,Normal,0.48,28,93,48,Critical,High Risk,Medium,Long Distance
48781,S11,1294,Train,1652,0.71,Normal,0.17,27,71,17,High,Low Risk,Medium,Medium Distance
48782,S3,781,Train,3943,0.94,Monsoon,0.3,25,94,30,Critical,Medium Risk,Medium,Medium Distance
48783,S28,150,Truck,4031,0.68,Monsoon,0.07,12,68,7,High,Low Risk,Short,Short Distance
48784,S15,810,Ship,983,0.98,Monsoon,0.4,24,98,40,Critical,Medium Risk,Medium,Medium Distance
48785,S5,553,Ship,2627,0.48,Normal,0.27,15,48,27,Normal,Medium Risk,Medium,Short Distance
48786,S1,1268,Air,278,0.95,Monsoon,0.33,75,95,33,Critical,Medium Risk,Very Long,Medium Distance
48787,S2,1436,Air,339,0.67,Peak,0.03,78,67,3,High,Low Risk,Very Long,Medium Distance
48788,S11,363,Air,1548,0.99,Peak,0.31,30,99,31,Critical,Medium Risk,Long,Short Distance
48789,S42,555,Truck,2786,0.37,Monsoon,0.32,20,37,32,Normal,Medium Risk,Medium,Short Distance
48790,S38,63,Truck,2087,0.95,Monsoon,0.51,17,95,51,Critical,High Risk,Medium,Short Distance
48791,S47,56,Train,3665,0.78,Normal,0.45,9,78,45,High,High Risk,Short,Short Distance
48792,S46,898,Train,3969,0.13,Normal,0.44,22,13,44,Normal,Medium Risk,Medium,Medium Distance
48793,S44,940,Truck,4759,0.25,Normal,0.58,26,25,58,Normal,High Risk,Medium,Medium Distance
48794,S27,907,Train,4406,0.58,Normal,0.1,19,58,10,Normal,Low Risk,Medium,Medium Distance
48795,S21,1030,Truck,3305,0.36,Peak,0.55,33,36,55,Normal,High Risk,Long,Medium Distance
48796,S8,1769,Ship,2989,0.52,Monsoon,0.22,27,52,22,Normal,Low Risk,Medium,Long Distance
48797,S15,309,Air,2080,0.52,Monsoon,0.08,21,52,8,Normal,Low Risk,Medium,Short Distance
48798,S4,386,Train,1935,0.56,Peak,0.15,14,56,15,Normal,Low Risk,Short,Short Distance
48799,S20,1923,Truck,3974,0.11,Normal,0.25,43,11,25,Normal,Medium Risk,Long,Long Distance
