order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days
34491,S39,186,Train,4458,0.9,Monsoon,0.59,18
34492,S42,1927,Train,4862,0.35,Normal,0.29,35
34493,S27,1663,Air,289,0.57,Monsoon,0.32,94
34494,S25,1876,Ship,3062,0.74,Normal,0.08,23
34495,S6,669,Air,4907,0.51,Peak,0.42,44
34496,S27,1824,Ship,1209,0.2,Monsoon,0.54,30
34497,S33,976,Air,416,0.77,Normal,0.13,57
34498,S30,1523,Ship,3897,0.77,Peak,0.08,22
34499,S8,1853,Train,4367,0.89,Monsoon,0.21,38
34500,S4,137,Air,253,0.91,Normal,0.41,18
34501,S26,958,Air,2598,0.95,Monsoon,0.34,62
34502,S29,1288,Ship,2604,0.84,Normal,0.02,20
34503,S20,1470,Truck,3134,0.88,Monsoon,0.24,41
34504,S42,1559,Truck,658,0.1,Monsoon,0.07,38
34505,S12,627,Truck,4648,0.37,Normal,0.36,19
34506,S8,1243,Air,2582,0.12,Monsoon,0.46,72
34507,S39,1132,Air,522,0.16,Normal,0.54,64
34508,S50,201,Truck,2876,0.86,Monsoon,0.03,15
34509,S11,1187,Air,4254,0.64,Monsoon,0.56,73
34510,S28,521,Air,3536,0.66,Peak,0.14,34
34511,S40,1605,Ship,3568,0.89,Monsoon,0.19,28
34512,S32,1091,Truck,4128,0.59,Monsoon,0.32,34
34513,S9,1272,Train,125,0.88,Peak,0.24,30
34514,S22,1861,Train,456,0.75,Normal,0.06,34
34515,S47,1701,Train,222,0.98,Peak,0.37,39
34516,S41,93,Air,1964,0.53,Monsoon,0.09,14
34517,S1,1208,Train,1472,0.49,Normal,0.3,27
34518,S36,468,Train,3997,0.65,Monsoon,0.55,21
34519,S41,573,Train,996,0.59,Normal,0.31,19
34520,S1,973,Air,138,0.29,Normal,0.35,56
34521,S15,1797,Train,3114,0.51,Monsoon,0.23,38
34522,S2,1256,Truck,4936,0.64,Monsoon,0.17,35
34523,S47,179,Train,4781,0.41,Peak,0.02,9
34524,S48,63,Truck,4635,0.51,Monsoon,0.57,14
34525,S12,388,Truck,3630,0.85,Peak,0.12,16
34526,S36,1419,Air,1588,0.14,Peak,0.03,77
34527,S21,952,Train,2861,0.64,Peak,0.15,22
34528,S29,454,Ship,846,0.14,Monsoon,0.21,13
34529,S11,1498,Ship,964,0.68,Normal,0.06,21
34530,S42,270,Train,296,0.4,Normal,0.43,12
34531,S7,540,Train,4095,0.5,Peak,0.17,15
34532,S23,1227,Air,1823,0.77,Normal,0.32,68
34533,S1,998,Air,611,0.31,Peak,0.56,62
34534,S35,322,Air,2405,0.7,Peak,0.36,27
34535,S16,825,Truck,4072,0.45,Monsoon,0.08,24
34536,S29,480,Truck,3627,0.79,Monsoon,0.45,21
34537,S42,1223,Ship,3084,0.54,Normal,0.36,21
34538,S30,269,Train,3543,0.54,Peak,0.05,10
34539,S2,85,Ship,2169,0.17,Monsoon,0.21,8
34540,S9,529,Train,1273,0.74,Monsoon,0.5,23
34541,S20,616,Air,1625,0.69,Monsoon,0.12,39
34542,S8,1433,Truck,3295,0.47,Monsoon,0.12,39
34543,S16,1453,Ship,3486,0.2,Normal,0.43,22
34544,S42,1433,Train,2190,0.53,Monsoon,0.16,29
34545,S9,916,Truck,4339,0.9,Normal,0.12,24
34546,S40,352,Train,2103,0.7,Monsoon,0.35,19
34547,S37,1380,Ship,4867,0.94,Monsoon,0.26,26
34548,S18,1216,Train,1534,0.85,Monsoon,0.4,32
34549,S28,1539,Train,3662,0.81,Peak,0.51,36
34550,S1,1443,Train,4385,0.3,Monsoon,0.52,34
34551,S40,964,Train,1342,0.2,Monsoon,0.11,22
34552,S23,1620,Ship,1665,0.11,Peak,0.08,22
34553,S10,223,Ship,1665,0.63,Peak,0.17,12
34554,S25,936,Truck,1771,0.13,Peak,0.5,29
34555,S9,770,Train,4008,0.46,Normal,0.53,22
34556,S34,1007,Truck,3878,0.71,Monsoon,0.46,35
34557,S20,1004,Truck,1904,0.24,Normal,0.09,23
34558,S1,577,Train,3910,0.46,Monsoon,0.02,14
34559,S21,823,Train,4579,0.96,Normal,0.42,23
34560,S30,1295,Air,2562,0.88,Monsoon,0.14,74
34561,S9,599,Truck,3657,0.1,Normal,0.24,17
34562,S15,627,Truck,347,0.72,Monsoon,0.5,28
34563,S19,1858,Ship,4719,0.9,Monsoon,0.31,32
34564,S49,171,Ship,4102,0.51,Peak,0.09,9
34565,S41,1956,Air,3769,0.64,Normal,0.57,110
34566,S1,1936,Air,358,0.9,Normal,0.55,108
34567,S33,1974,Ship,1519,0.52,Monsoon,0.2,29
34568,S45,1338,Train,3198,0.15,Peak,0.27,29
34569,S1,1726,Truck,363,0.51,Monsoon,0.17,44
34570,S49,1783,Train,1868,0.18,Peak,0.43,35
34571,S3,901,Ship,2866,0.9,Monsoon,0.28,20
34572,S49,1025,Ship,4072,0.77,Monsoon,0.01,19
34573,S24,1814,Ship,409,0.62,Peak,0.08,27
34574,S46,272,Ship,1255,1.0,Peak,0.5,15
34575,S49,1010,Air,709,0.7,Monsoon,0.31,61
34576,S43,497,Air,4131,0.78,Peak,0.27,36
34577,S6,1454,Ship,3533,0.13,Monsoon,0.44,25
34578,S26,1202,Ship,879,0.47,Peak,0.33,23
34579,S35,543,Truck,4383,0.54,Monsoon,0.48,24
34580,S45,1132,Truck,2667,0.95,Peak,0.01,31
34581,S28,1892,Train,3451,0.87,Normal,0.51,41
34582,S49,1477,Ship,2493,0.24,Normal,0.29,19
34583,S11,146,Truck,4687,0.7,Monsoon,0.52,18
34584,S37,467,Train,3478,0.7,Monsoon,0.12,17
34585,S37,1266,Ship,4520,0.42,Monsoon,0.34,24
34586,S5,1461,Ship,484,0.49,Normal,0.52,26
34587,S15,1401,Ship,3762,0.43,Normal,0.19,21
34588,S41,1037,Ship,273,0.81,Monsoon,0.45,24
34589,S13,819,Ship,2431,0.58,Peak,0.37,19
34590,S17,1655,Ship,2840,0.25,Peak,0.17,25
34591,S10,1635,Ship,3870,0.52,Normal,0.1,22
34592,S12,1378,Truck,1670,0.86,Normal,0.52,41
34593,S46,1814,Truck,2168,0.55,Peak,0.27,45
34594,S15,387,Air,2742,0.3,Normal,0.46,29
34595,S46,473,Train,2600,0.23,Normal,0.27,13
34596,S30,767,Ship,498,0.88,Monsoon,0.1,18
34597,S14,1873,Air,4625,0.52,Monsoon,0.27,104
34598,S34,1462,Ship,534,0.93,Monsoon,0.54,30
34599,S27,1683,Ship,529,0.89,Peak,0.17,27
34600,S18,1155,Train,3128,0.48,Normal,0.18,26
34601,S44,17,Truck,2339,0.75,Monsoon,0.25,12
34602,S3,1032,Ship,1552,0.27,Normal,0.48,18
34603,S34,972,Ship,2526,0.61,Peak,0.16,18
34604,S30,1132,Train,752,0.34,Normal,0.55,25
34605,S29,248,Train,688,0.7,Peak,0.08,11
34606,S2,618,Truck,4590,0.62,Peak,0.22,23
34607,S9,403,Truck,4684,0.82,Normal,0.25,18
34608,S20,1614,Truck,3452,0.45,Peak,0.3,41
34609,S8,1084,Train,3928,0.52,Peak,0.41,28
34610,S31,315,Train,3642,0.37,Monsoon,0.33,15
34611,S16,1690,Train,1984,0.23,Normal,0.41,34
34612,S7,116,Ship,2393,0.35,Peak,0.32,9
34613,S49,530,Truck,4943,0.85,Normal,0.14,19
34614,S4,1008,Truck,1685,0.25,Peak,0.58,32
34615,S1,1534,Truck,2024,0.53,Peak,0.09,38
34616,S18,1645,Air,913,0.82,Monsoon,0.36,94
34617,S17,407,Air,4476,0.48,Monsoon,0.44,32
34618,S29,138,Train,657,0.52,Peak,0.27,11
34619,S35,675,Train,2023,0.78,Normal,0.23,17
34620,S4,1340,Train,4519,1.0,Peak,0.57,34
34621,S44,890,Train,3965,0.46,Peak,0.49,25
34622,S29,824,Ship,4378,0.64,Monsoon,0.42,20
34623,S36,1942,Train,1294,0.82,Monsoon,0.45,42
34624,S35,41,Truck,2096,0.91,Peak,0.24,12
34625,S37,956,Truck,4901,0.44,Normal,0.18,27
34626,S17,220,Train,3309,0.17,Monsoon,0.17,12
34627,S48,1966,Air,1234,0.67,Normal,0.51,110
34628,S22,289,Train,3702,0.56,Monsoon,0.15,12
34629,S36,1624,Train,3744,0.74,Normal,0.26,31
34630,S39,923,Truck,3747,0.2,Normal,0.25,25
34631,S45,825,Train,2973,0.81,Monsoon,0.35,24
34632,S30,398,Ship,867,0.81,Peak,0.22,15
34633,S19,224,Truck,3502,0.92,Normal,0.34,14
34634,S11,1934,Ship,4922,0.73,Normal,0.07,24
34635,S23,1012,Ship,3874,0.5,Monsoon,0.5,22
34636,S26,1151,Train,3592,0.15,Normal,0.42,26
34637,S9,52,Train,1498,0.73,Monsoon,0.42,12
34638,S32,995,Truck,736,0.58,Peak,0.12,26
34639,S27,1506,Truck,3100,0.13,Peak,0.1,35
34640,S31,1856,Ship,3275,0.54,Monsoon,0.26,28
34641,S30,1268,Ship,3425,0.47,Peak,0.11,22
34642,S4,1750,Train,3940,0.43,Peak,0.02,34
34643,S25,1173,Train,2009,0.94,Monsoon,0.27,31
34644,S10,564,Ship,2634,0.85,Monsoon,0.01,15
34645,S41,1701,Train,222,0.62,Normal,0.02,30
34646,S43,1526,Air,766,0.36,Peak,0.54,90
34647,S32,1431,Train,3658,0.74,Normal,0.13,27
34648,S22,991,Ship,3579,0.78,Peak,0.23,22
34649,S22,1161,Train,4735,0.75,Normal,0.35,26
34650,S18,1419,Air,447,0.92,Peak,0.43,84
34651,S38,1143,Truck,2815,0.74,Peak,0.36,34
34652,S23,1652,Train,840,0.84,Monsoon,0.44,40
34653,S35,1278,Train,834,0.53,Peak,0.21,28
34654,S7,489,Train,120,0.74,Normal,0.25,16
34655,S41,1352,Train,4024,0.52,Monsoon,0.4,32
34656,S28,300,Ship,3160,0.95,Monsoon,0.04,11
34657,S49,639,Air,2337,0.53,Normal,0.49,42
34658,S26,27,Truck,595,0.38,Monsoon,0.24,9
34659,S28,1463,Air,2925,0.24,Peak,0.08,81
34660,S13,50,Air,3353,0.93,Peak,0.45,15
34661,S12,1989,Air,3056,0.9,Monsoon,0.36,113
34662,S41,921,Ship,2684,0.81,Monsoon,0.2,20
34663,S34,1226,Ship,1488,0.74,Peak,0.2,21
34664,S7,687,Air,3683,0.26,Normal,0.35,42
34665,S48,139,Train,1804,0.36,Monsoon,0.47,13
34666,S16,1418,Truck,2968,0.86,Peak,0.34,41
34667,S9,618,Air,4702,0.89,Monsoon,0.57,46
34668,S50,206,Ship,1002,0.41,Normal,0.25,9
34669,S29,32,Train,924,0.97,Peak,0.09,10
34670,S34,297,Ship,3315,0.9,Normal,0.23,13
34671,S45,583,Truck,1754,0.97,Peak,0.26,22
34672,S14,830,Train,4167,0.81,Monsoon,0.21,24
34673,S46,986,Truck,4894,0.85,Peak,0.19,29
34674,S15,996,Air,4748,0.81,Peak,0.1,60
34675,S16,210,Air,1048,0.59,Monsoon,0.25,21
34676,S14,1801,Truck,3946,0.66,Normal,0.38,45
34677,S33,1368,Ship,358,0.25,Normal,0.36,21
34678,S48,108,Truck,4818,0.17,Peak,0.05,8
34679,S44,232,Truck,4121,0.82,Monsoon,0.22,16
34680,S15,753,Air,2722,0.13,Normal,0.29,43
34681,S12,1995,Train,4505,0.3,Peak,0.53,41
34682,S42,1069,Truck,2218,0.8,Monsoon,0.53,36
34683,S27,629,Air,769,0.77,Monsoon,0.27,41
34684,S46,1677,Air,2378,0.57,Normal,0.29,93
34685,S40,334,Train,4109,0.3,Normal,0.54,14
34686,S17,924,Ship,1360,0.14,Peak,0.22,16
34687,S34,690,Train,3867,0.91,Normal,0.48,21
34688,S13,421,Ship,4256,0.25,Normal,0.57,13
34689,S11,1375,Air,2016,0.43,Monsoon,0.31,78
34690,S5,1298,Truck,1420,0.63,Monsoon,0.18,37
34691,S29,857,Truck,968,0.69,Normal,0.01,23
34692,S22,191,Train,4505,0.19,Peak,0.25,11
34693,S8,1583,Air,3461,0.22,Monsoon,0.44,90
34694,S22,548,Ship,3300,0.93,Normal,0.08,11
34695,S47,792,Truck,4846,0.52,Peak,0.06,23
34696,S47,1135,Train,4676,1.0,Monsoon,0.11,27
34697,S13,652,Ship,3173,1.0,Monsoon,0.59,23
34698,S8,328,Truck,1028,0.42,Peak,0.3,15
34699,S21,365,Train,4755,0.53,Peak,0.38,15
34700,S4,1367,Truck,2290,0.15,Peak,0.06,32
34701,S29,557,Ship,4134,0.78,Monsoon,0.27,17
34702,S14,82,Ship,3997,0.57,Peak,0.16,10
34703,S4,813,Air,4262,0.69,Monsoon,0.38,55
34704,S5,1932,Ship,2336,0.85,Monsoon,0.09,27
34705,S40,205,Air,4698,0.15,Normal,0.59,21
34706,S7,782,Air,3549,0.79,Monsoon,0.46,51
34707,S38,799,Truck,4495,0.32,Normal,0.02,20
34708,S21,1983,Ship,2782,0.48,Peak,0.03,26
34709,S9,1401,Air,2247,0.95,Normal,0.3,82
34710,S50,1535,Truck,2039,0.58,Peak,0.39,40
34711,S8,228,Truck,2789,0.76,Monsoon,0.28,15
34712,S35,1570,Truck,1702,0.57,Normal,0.01,34
34713,S29,1559,Train,2723,0.16,Monsoon,0.08,30
34714,S16,1752,Ship,2846,0.24,Monsoon,0.28,27
34715,S17,1417,Air,3014,0.43,Normal,0.44,79
34716,S13,80,Train,1134,0.97,Normal,0.56,13
34717,S17,12,Truck,58,0.6,Peak,0.34,9
34718,S16,1443,Air,959,0.91,Peak,0.25,84
34719,S43,64,Ship,552,0.96,Normal,0.58,11
34720,S17,1499,Ship,2477,0.52,Peak,0.1,23
34721,S23,1824,Truck,1285,0.21,Peak,0.29,44
34722,S21,888,Air,794,0.32,Peak,0.54,55
34723,S6,517,Truck,3641,0.23,Peak,0.1,18
34724,S22,1938,Truck,1263,0.7,Normal,0.3,47
34725,S38,1157,Truck,2498,0.57,Peak,0.46,36
34726,S45,1500,Truck,2530,0.34,Monsoon,0.58,40
34727,S30,1196,Truck,116,0.87,Normal,0.06,31
34728,S11,1778,Ship,2689,0.54,Normal,0.51,27
34729,S43,377,Air,2011,0.27,Normal,0.56,28
34730,S45,159,Air,3110,0.76,Normal,0.23,17
34731,S16,73,Train,4831,0.19,Normal,0.25,9
34732,S24,315,Train,2263,0.1,Peak,0.55,15
34733,S33,1844,Truck,1187,0.15,Normal,0.19,41
34734,S19,1778,Truck,4217,0.25,Normal,0.09,39
34735,S42,1098,Ship,321,0.13,Peak,0.39,19
34736,S17,1741,Train,1206,0.74,Peak,0.29,37
34737,S42,558,Truck,1373,0.92,Peak,0.21,21
34738,S46,230,Air,4412,0.79,Peak,0.16,22
34739,S43,1630,Train,2243,0.43,Monsoon,0.26,33
34740,S22,106,Ship,1089,0.57,Normal,0.05,5
34741,S30,660,Truck,1030,0.92,Peak,0.24,23
34742,S8,41,Truck,3568,0.88,Peak,0.41,13
34743,S6,923,Train,3182,0.71,Monsoon,0.3,26
34744,S45,240,Air,3973,0.14,Normal,0.51,19
34745,S24,1904,Ship,4326,0.94,Peak,0.33,31
34746,S25,973,Ship,2871,0.37,Monsoon,0.39,20
34747,S36,1028,Train,4838,0.99,Normal,0.11,23
34748,S30,1823,Ship,691,0.55,Peak,0.45,30
34749,S7,871,Truck,2330,0.45,Peak,0.04,24
34750,S50,805,Air,2863,0.2,Normal,0.32,46
34751,S46,960,Ship,1247,0.12,Monsoon,0.56,19
34752,S38,1762,Air,2614,0.96,Peak,0.55,102
34753,S6,816,Air,2769,0.42,Normal,0.24,47
34754,S13,330,Train,4216,0.86,Peak,0.19,15
34755,S28,1273,Air,3790,0.11,Monsoon,0.46,72
34756,S11,1406,Train,258,0.93,Monsoon,0.0,31
34757,S21,657,Truck,2054,0.66,Monsoon,0.23,23
34758,S8,697,Air,223,0.77,Monsoon,0.6,50
34759,S18,473,Truck,2262,0.85,Peak,0.39,21
34760,S23,1957,Ship,2523,0.85,Normal,0.19,28
34761,S9,1448,Truck,198,0.17,Peak,0.13,37
34762,S6,201,Ship,1980,0.74,Normal,0.46,13
34763,S16,1096,Air,2898,0.42,Monsoon,0.49,65
34764,S47,1533,Train,2552,0.38,Peak,0.23,29
34765,S8,1187,Train,3493,0.33,Monsoon,0.58,31
34766,S1,902,Ship,1956,0.29,Normal,0.02,13
34767,S32,438,Train,1541,0.89,Monsoon,0.51,21
34768,S36,965,Train,99,0.93,Monsoon,0.49,30
34769,S36,1964,Train,369,0.86,Normal,0.58,43
34770,S5,1692,Truck,1912,0.98,Peak,0.4,48
34771,S19,1609,Train,1218,1.0,Normal,0.51,38
34772,S50,353,Air,1799,0.22,Normal,0.39,25
34773,S19,432,Truck,439,0.65,Peak,0.01,16
34774,S24,1142,Air,1420,0.15,Peak,0.07,63
34775,S11,482,Truck,2432,0.25,Peak,0.27,18
34776,S7,918,Truck,3429,0.15,Monsoon,0.39,27
34777,S37,1462,Air,842,0.42,Monsoon,0.53,83
34778,S34,990,Truck,850,0.43,Normal,0.39,28
34779,S12,26,Air,1872,0.9,Normal,0.4,12
34780,S9,1203,Train,3280,0.14,Monsoon,0.17,25
34781,S22,635,Ship,560,0.98,Peak,0.22,17
34782,S17,1954,Ship,3331,0.44,Normal,0.04,25
34783,S28,1507,Ship,4386,0.48,Normal,0.29,22
34784,S20,845,Ship,3029,0.44,Normal,0.35,15
34785,S29,1426,Ship,3116,0.22,Normal,0.45,23
34786,S44,1604,Train,484,0.68,Monsoon,0.44,36
34787,S11,1187,Train,2494,0.54,Monsoon,0.58,31
34788,S34,153,Air,4550,0.54,Normal,0.05,12
34789,S5,804,Truck,4728,0.16,Peak,0.0,23
34790,S43,1536,Truck,2038,0.26,Peak,0.1,36
34791,S2,1456,Truck,3904,0.87,Normal,0.28,40
34792,S36,1872,Air,540,0.44,Normal,0.24,101
34793,S16,1422,Air,1905,0.41,Peak,0.6,83
34794,S38,1924,Ship,2839,0.94,Normal,0.1,27
34795,S44,1614,Air,1460,0.78,Monsoon,0.11,92
34796,S38,1178,Truck,197,0.37,Normal,0.39,32
34797,S36,157,Air,327,0.51,Peak,0.02,14
34798,S26,1961,Train,3943,0.73,Peak,0.32,40
34799,S28,1687,Ship,1257,0.37,Monsoon,0.45,30
34800,S6,1788,Truck,2912,0.72,Peak,0.06,45
34801,S19,424,Air,2979,0.23,Monsoon,0.26,31
34802,S44,559,Ship,432,0.11,Peak,0.52,16
34803,S28,185,Truck,473,0.61,Peak,0.17,12
34804,S7,502,Truck,4212,0.24,Normal,0.32,15
34805,S30,736,Train,3517,0.34,Normal,0.39,18
34806,S11,1849,Truck,2643,0.33,Monsoon,0.52,49
34807,S6,845,Air,532,0.29,Peak,0.16,49
34808,S44,405,Air,4033,0.41,Peak,0.04,26
34809,S5,1298,Train,285,0.24,Normal,0.1,24
34810,S7,1501,Truck,1954,0.48,Monsoon,0.16,40
34811,S13,64,Train,4423,0.53,Peak,0.44,13
34812,S38,1589,Ship,4806,0.41,Peak,0.23,23
34813,S2,1789,Ship,3518,0.65,Monsoon,0.28,30
34814,S25,475,Train,2189,0.63,Monsoon,0.17,16
34815,S10,472,Ship,574,0.17,Peak,0.35,13
34816,S11,1635,Truck,3974,0.53,Peak,0.22,42
34817,S29,1017,Truck,2258,0.66,Peak,0.03,28
34818,S23,449,Truck,1123,0.73,Peak,0.06,17
34819,S3,1296,Truck,4262,0.31,Normal,0.19,30
34820,S11,1008,Truck,4850,0.99,Normal,0.46,32
34821,S3,850,Truck,1553,0.15,Monsoon,0.39,27
34822,S5,1794,Ship,3668,0.27,Monsoon,0.59,30
34823,S29,642,Train,699,0.23,Monsoon,0.13,18
34824,S33,736,Ship,526,0.65,Monsoon,0.55,22
34825,S14,1375,Train,2338,0.32,Normal,0.07,26
34826,S7,754,Truck,2266,0.37,Peak,0.46,27
34827,S39,613,Train,1362,0.62,Normal,0.52,19
34828,S23,294,Train,3840,0.98,Peak,0.55,18
34829,S8,888,Air,3203,0.62,Normal,0.25,51
34830,S28,900,Ship,1107,0.33,Monsoon,0.53,21
34831,S36,1541,Truck,4161,0.65,Normal,0.32,39
34832,S21,660,Air,3159,0.18,Peak,0.16,40
34833,S22,487,Ship,2623,0.56,Peak,0.44,16
34834,S39,1564,Train,1957,0.6,Monsoon,0.34,36
34835,S2,83,Train,924,0.52,Peak,0.16,10
34836,S43,448,Ship,1614,0.79,Normal,0.39,16
34837,S2,526,Ship,4304,0.92,Peak,0.58,21
34838,S50,168,Ship,990,0.44,Normal,0.6,11
34839,S28,1048,Air,3608,0.94,Peak,0.53,66
34840,S36,355,Air,1034,0.26,Monsoon,0.27,26
34841,S34,1215,Train,1549,0.35,Monsoon,0.09,26
34842,S34,411,Train,1637,0.7,Peak,0.4,19
34843,S44,195,Air,1805,0.94,Monsoon,0.11,20
34844,S47,1133,Train,1437,0.7,Monsoon,0.31,29
34845,S32,289,Train,2574,0.74,Monsoon,0.45,16
34846,S40,1253,Train,562,0.37,Normal,0.14,23
34847,S15,720,Truck,3600,0.7,Peak,0.36,24
34848,S31,834,Ship,1552,0.22,Normal,0.52,16
34849,S14,1087,Air,3869,0.66,Monsoon,0.15,65
34850,S19,1832,Ship,1912,0.51,Peak,0.52,29
34851,S23,345,Train,1961,0.12,Monsoon,0.39,15
34852,S1,231,Air,929,0.94,Normal,0.37,21
34853,S44,1805,Air,819,0.93,Normal,0.33,103
34854,S16,478,Ship,174,0.61,Peak,0.59,16
34855,S40,1451,Truck,4002,0.55,Monsoon,0.32,39
34856,S41,443,Train,2988,0.63,Normal,0.16,15
34857,S11,1298,Train,3154,0.23,Normal,0.17,23
34858,S30,1951,Train,4091,0.81,Monsoon,0.51,44
34859,S9,191,Truck,1144,0.25,Monsoon,0.06,11
34860,S46,1401,Train,1575,0.22,Monsoon,0.14,27
34861,S37,1698,Truck,2159,0.15,Peak,0.53,45
34862,S21,1840,Ship,1986,0.36,Monsoon,0.42,30
34863,S9,1141,Truck,4839,0.88,Monsoon,0.34,36
34864,S25,453,Truck,3721,0.99,Normal,0.41,19
34865,S15,90,Air,3552,0.66,Peak,0.49,17
34866,S11,217,Ship,3470,0.98,Normal,0.56,15
34867,S49,1155,Ship,3875,0.22,Peak,0.57,22
34868,S48,1274,Train,3656,0.15,Peak,0.45,29
34869,S2,704,Air,2937,0.31,Normal,0.54,45
34870,S19,293,Truck,1971,0.56,Normal,0.53,15
34871,S4,1063,Air,2281,0.91,Monsoon,0.42,67
34872,S28,1894,Truck,906,0.48,Normal,0.4,45
34873,S3,1185,Truck,3771,0.1,Normal,0.44,32
34874,S26,645,Truck,4190,0.77,Monsoon,0.26,24
34875,S45,1538,Truck,1242,0.92,Peak,0.47,44
34876,S27,1856,Train,2950,0.86,Peak,0.12,39
34877,S9,607,Truck,2824,0.16,Monsoon,0.1,18
34878,S21,1885,Train,2424,0.56,Monsoon,0.6,42
34879,S7,1117,Truck,3561,0.36,Peak,0.33,32
34880,S21,634,Air,2910,0.27,Peak,0.44,41
34881,S13,1104,Truck,3975,0.56,Normal,0.06,27
34882,S11,1237,Air,353,0.55,Monsoon,0.47,75
34883,S39,1089,Train,2808,0.12,Peak,0.03,21
34884,S25,1252,Air,1841,0.5,Peak,0.14,69
34885,S45,1009,Truck,1554,0.51,Monsoon,0.36,32
34886,S5,1849,Ship,532,0.57,Peak,0.47,29
34887,S44,1889,Ship,3107,0.47,Peak,0.22,25
34888,S47,819,Train,4698,0.16,Normal,0.07,15
34889,S36,162,Air,4780,0.93,Monsoon,0.04,18
34890,S19,1440,Train,2488,0.83,Peak,0.21,33
34891,S18,1969,Air,2382,0.98,Monsoon,0.24,111
34892,S6,529,Train,1302,0.6,Peak,0.07,16
34893,S1,1551,Air,1717,0.5,Monsoon,0.53,91
34894,S40,638,Ship,3847,0.47,Normal,0.04,10
34895,S3,843,Air,1870,0.43,Monsoon,0.2,51
34896,S32,611,Air,3094,0.42,Monsoon,0.13,37
34897,S3,1139,Ship,3175,0.48,Monsoon,0.44,24
34898,S46,1218,Air,4782,0.22,Peak,0.21,67
34899,S47,1345,Air,2584,0.87,Monsoon,0.25,78
34900,S18,599,Truck,107,0.62,Normal,0.28,19
34901,S5,1983,Truck,3922,0.13,Peak,0.03,44
34902,S23,500,Truck,2559,0.65,Normal,0.51,21
34903,S42,1227,Air,1739,0.37,Peak,0.59,75
34904,S2,736,Train,739,0.43,Normal,0.47,18
34905,S26,625,Truck,1454,0.52,Monsoon,0.46,25
34906,S27,938,Ship,1463,0.52,Peak,0.2,17
34907,S17,1503,Ship,2998,0.85,Normal,0.37,25
34908,S15,167,Truck,1470,0.4,Monsoon,0.29,13
34909,S19,959,Train,984,0.46,Monsoon,0.21,23
34910,S26,1223,Truck,1633,0.93,Monsoon,0.09,34
34911,S28,1091,Train,4490,0.82,Monsoon,0.33,31
34912,S50,1183,Train,905,0.96,Normal,0.07,25
34913,S22,283,Truck,4875,0.38,Peak,0.52,17
34914,S22,557,Truck,3431,0.88,Monsoon,0.39,26
34915,S31,271,Ship,878,0.2,Normal,0.42,9
34916,S34,541,Truck,2274,0.37,Peak,0.37,19
34917,S22,1077,Ship,3417,0.12,Monsoon,0.25,19
34918,S1,246,Truck,4224,0.9,Peak,0.24,18
34919,S45,765,Air,4567,0.88,Peak,0.41,50
34920,S27,1507,Train,3794,0.23,Peak,0.2,29
34921,S32,330,Ship,4124,0.36,Monsoon,0.5,15
34922,S18,298,Train,4708,0.71,Normal,0.08,13
34923,S49,653,Train,4259,0.52,Normal,0.43,19
34924,S44,1282,Air,1271,0.47,Monsoon,0.57,77
34925,S31,810,Train,3441,0.18,Monsoon,0.44,23
34926,S34,45,Truck,1733,0.22,Normal,0.53,10
34927,S29,768,Train,1865,0.12,Monsoon,0.47,24
34928,S21,1779,Air,2756,0.22,Monsoon,0.43,102
34929,S35,1608,Truck,3269,0.96,Normal,0.34,43
34930,S8,1630,Ship,4831,0.1,Peak,0.3,24
34931,S19,19,Truck,128,0.17,Peak,0.02,5
34932,S3,951,Ship,1166,0.56,Peak,0.51,22
34933,S34,1990,Train,2828,0.9,Peak,0.54,44
34934,S33,1800,Truck,1713,0.93,Normal,0.41,48
34935,S18,1525,Ship,4277,0.74,Peak,0.58,27
34936,S32,1686,Ship,2777,1.0,Peak,0.0,25
34937,S3,267,Air,3349,0.77,Monsoon,0.36,26
34938,S29,402,Air,441,0.71,Monsoon,0.49,33
34939,S38,105,Air,214,0.3,Normal,0.25,12
34940,S50,799,Truck,1636,0.39,Monsoon,0.44,27
34941,S26,487,Train,3385,0.69,Peak,0.49,21
34942,S36,541,Train,262,0.26,Monsoon,0.06,13
34943,S46,784,Ship,2350,0.41,Peak,0.51,21
34944,S12,1954,Air,2613,0.86,Normal,0.22,105
34945,S44,758,Truck,676,0.85,Normal,0.48,28
34946,S5,1322,Train,1843,0.92,Peak,0.57,33
34947,S13,998,Train,362,0.3,Monsoon,0.21,23
34948,S4,686,Air,3654,0.23,Peak,0.39,44
34949,S22,1832,Ship,436,0.73,Monsoon,0.15,30
34950,S16,56,Air,4391,0.17,Normal,0.12,8
34951,S30,1674,Truck,673,0.1,Normal,0.24,39
34952,S34,1055,Air,535,0.53,Peak,0.06,61
34953,S50,1837,Ship,3865,0.6,Monsoon,0.03,26
34954,S43,1950,Train,2861,0.89,Monsoon,0.42,42
34955,S29,236,Train,1790,0.79,Monsoon,0.22,16
34956,S24,1763,Train,3286,0.8,Normal,0.35,36
34957,S16,1784,Ship,1057,0.87,Peak,0.2,28
34958,S13,1557,Air,2796,0.9,Normal,0.33,88
34959,S16,1730,Ship,3800,0.13,Monsoon,0.28,26
34960,S18,1684,Truck,1611,0.57,Normal,0.44,43
34961,S36,545,Train,2750,0.26,Normal,0.39,14
34962,S44,930,Air,3285,0.11,Peak,0.07,50
